ID,name,dif,time,priority,min.exp,code,urgency
496,"Создать элемент 'Окружение' для локации 1 уровня 10, объект 7",1,1,1,1,5,2
497,"Создать элемент 'Саундтрек' для локации 1 уровня 10, объект 8",1,3,1,1,5,3
498,"Создать элемент 'Окружение' для локации 1 уровня 10, объект 9",1,2,2,1,5,3
499,"Создать элемент 'Окружение' для локации 1 уровня 10, объект 10",1,2,2,1,5,2
500,"Создать элемент 'Растительность' для локации 2 уровня 1, объект 1",4,4,3,4,2,2
501,"Создать элемент 'Ландшафт' для локации 2 уровня 1, объект 2",4,8,3,4,3,3
502,"Создать элемент 'Растительность' для локации 2 уровня 1, объект 3",4,8,1,4,2,3
503,"Создать элемент 'Препятствия' для локации 2 уровня 1, объект 4",4,4,1,4,2,2
504,"Создать элемент 'Препятствия' для локации 2 уровня 1, объект 5",3,6,3,3,2,2
505,"Создать элемент 'Камни' для локации 2 уровня 1, объект 6",5,5,3,5,2,1
506,"Создать элемент 'Камни' для локации 2 уровня 1, объект 7",2,4,3,2,2,2
507,"Создать элемент 'Камни' для локации 2 уровня 1, объект 8",1,3,1,1,2,3
508,"Создать элемент 'Камни' для локации 2 уровня 1, объект 9",4,8,2,4,2,2
509,"Создать элемент 'Растительность' для локации 2 уровня 1, объект 10",3,6,2,3,2,3
510,"Создать элемент 'Анимации' для локации 2 уровня 1, объект 1",2,6,1,2,2,2
511,"Создать элемент 'Анимации' для локации 2 уровня 1, объект 2",5,10,3,5,2,1
512,"Создать элемент 'Звук' для локации 2 уровня 1, объект 3",1,2,2,1,5,2
513,"Создать элемент 'Звук' для локации 2 уровня 1, объект 4",4,12,1,4,5,1
514,"Создать элемент 'Анимации' для локации 2 уровня 1, объект 5",3,6,2,3,2,1
515,"Создать элемент 'Анимации' для локации 2 уровня 1, объект 6",2,2,2,2,2,2
516,"Создать элемент 'Внешний вид' для локации 2 уровня 1, объект 7",2,6,2,2,2,1
517,"Создать элемент 'Звук' для локации 2 уровня 1, объект 8",1,2,2,1,5,1
518,"Создать элемент 'Внешний вид' для локации 2 уровня 1, объект 9",1,2,3,1,2,2
519,"Создать элемент 'Анимации' для локации 2 уровня 1, объект 10",5,10,3,5,2,1
520,"Создать элемент 'Атаки' для локации 2 уровня 1, объект 1",5,5,3,5,1,2
521,"Создать элемент 'Атаки' для локации 2 уровня 1, объект 2",2,4,3,2,1,3
522,"Создать элемент 'Атаки' для локации 2 уровня 1, объект 3",2,6,1,2,1,3
523,"Создать элемент 'Звук' для локации 2 уровня 1, объект 4",4,4,3,4,5,3
524,"Создать элемент 'Внешний вид' для локации 2 уровня 1, объект 5",2,6,2,2,2,3
525,"Создать элемент 'Анимации' для локации 2 уровня 1, объект 6",5,15,2,5,2,3
526,"Создать элемент 'Внешний вид' для локации 2 уровня 1, объект 7",5,5,2,5,2,1
527,"Создать элемент 'Атаки' для локации 2 уровня 1, объект 8",4,4,1,4,1,3
528,"Создать элемент 'Анимации' для локации 2 уровня 1, объект 9",4,8,2,4,2,1
529,"Создать элемент 'Внешний вид' для локации 2 уровня 1, объект 10",3,3,1,3,2,2
530,"Создать элемент 'Количество' для локации 2 уровня 1, объект 1",1,3,3,1,4,1
531,"Создать элемент 'Количество' для локации 2 уровня 1, объект 2",1,2,2,1,4,2
532,"Создать элемент 'Тип' для локации 2 уровня 1, объект 3",3,6,2,3,4,1
533,"Создать элемент 'Тип' для локации 2 уровня 1, объект 4",1,1,2,1,4,3
534,"Создать элемент 'Количество' для локации 2 уровня 1, объект 5",3,6,3,3,4,3
535,"Создать элемент 'Количество' для локации 2 уровня 1, объект 6",4,4,1,4,4,3
536,"Создать элемент 'Тип' для локации 2 уровня 1, объект 7",4,12,1,4,4,3
537,"Создать элемент 'Количество' для локации 2 уровня 1, объект 8",3,6,1,3,4,1
538,"Создать элемент 'Тип' для локации 2 уровня 1, объект 9",5,15,3,5,4,3
539,"Создать элемент 'Тип' для локации 2 уровня 1, объект 10",1,1,3,1,4,3
540,"Создать элемент 'Саундтрек' для локации 2 уровня 1, объект 1",5,10,3,5,5,2
541,"Создать элемент 'Окружение' для локации 2 уровня 1, объект 2",5,10,1,5,5,1
542,"Создать элемент 'Окружение' для локации 2 уровня 1, объект 3",3,3,1,3,5,3
543,"Создать элемент 'Окружение' для локации 2 уровня 1, объект 4",2,2,3,2,5,1
544,"Создать элемент 'Окружение' для локации 2 уровня 1, объект 5",5,5,1,5,5,2
545,"Создать элемент 'Окружение' для локации 2 уровня 1, объект 6",3,6,3,3,5,3
546,"Создать элемент 'Окружение' для локации 2 уровня 1, объект 7",4,8,3,4,5,3
547,"Создать элемент 'Саундтрек' для локации 2 уровня 1, объект 8",1,3,1,1,5,2
548,"Создать элемент 'Окружение' для локации 2 уровня 1, объект 9",2,2,1,2,5,3
549,"Создать элемент 'Окружение' для локации 2 уровня 1, объект 10",2,2,3,2,5,1
550,"Создать элемент 'Препятствия' для локации 2 уровня 2, объект 1",2,2,1,2,2,3
551,"Создать элемент 'Препятствия' для локации 2 уровня 2, объект 2",5,5,2,5,2,1
552,"Создать элемент 'Ландшафт' для локации 2 уровня 2, объект 3",3,3,2,3,3,1
553,"Создать элемент 'Камни' для локации 2 уровня 2, объект 4",4,8,3,4,2,3
554,"Создать элемент 'Ландшафт' для локации 2 уровня 2, объект 5",5,15,1,5,3,3
555,"Создать элемент 'Ландшафт' для локации 2 уровня 2, объект 6",5,5,3,5,3,2
556,"Создать элемент 'Ландшафт' для локации 2 уровня 2, объект 7",2,6,2,2,3,1
557,"Создать элемент 'Препятствия' для локации 2 уровня 2, объект 8",5,5,2,5,2,3
558,"Создать элемент 'Камни' для локации 2 уровня 2, объект 9",4,12,2,4,2,3
559,"Создать элемент 'Камни' для локации 2 уровня 2, объект 10",4,4,3,4,2,2
560,"Создать элемент 'Звук' для локации 2 уровня 2, объект 1",2,6,2,2,5,1
561,"Создать элемент 'Анимации' для локации 2 уровня 2, объект 2",4,12,2,4,2,2
562,"Создать элемент 'Атаки' для локации 2 уровня 2, объект 3",2,4,2,2,1,1
563,"Создать элемент 'Атаки' для локации 2 уровня 2, объект 4",2,6,3,2,1,1
564,"Создать элемент 'Внешний вид' для локации 2 уровня 2, объект 5",2,6,3,2,2,3
565,"Создать элемент 'Анимации' для локации 2 уровня 2, объект 6",3,9,3,3,2,3
566,"Создать элемент 'Атаки' для локации 2 уровня 2, объект 7",3,6,3,3,1,2
567,"Создать элемент 'Атаки' для локации 2 уровня 2, объект 8",5,5,2,5,1,2
568,"Создать элемент 'Звук' для локации 2 уровня 2, объект 9",2,6,3,2,5,1
569,"Создать элемент 'Внешний вид' для локации 2 уровня 2, объект 10",3,3,1,3,2,1
570,"Создать элемент 'Анимации' для локации 2 уровня 2, объект 1",4,12,3,4,2,3
571,"Создать элемент 'Звук' для локации 2 уровня 2, объект 2",3,6,2,3,5,1
572,"Создать элемент 'Звук' для локации 2 уровня 2, объект 3",3,3,3,3,5,1
573,"Создать элемент 'Внешний вид' для локации 2 уровня 2, объект 4",2,4,3,2,2,2
574,"Создать элемент 'Анимации' для локации 2 уровня 2, объект 5",2,4,3,2,2,1
575,"Создать элемент 'Внешний вид' для локации 2 уровня 2, объект 6",4,4,2,4,2,3
576,"Создать элемент 'Звук' для локации 2 уровня 2, объект 7",1,3,1,1,5,2
577,"Создать элемент 'Звук' для локации 2 уровня 2, объект 8",4,12,2,4,5,2
578,"Создать элемент 'Атаки' для локации 2 уровня 2, объект 9",1,2,2,1,1,3
579,"Создать элемент 'Внешний вид' для локации 2 уровня 2, объект 10",3,6,3,3,2,2
580,"Создать элемент 'Количество' для локации 2 уровня 2, объект 1",5,5,1,5,4,1
581,"Создать элемент 'Тип' для локации 2 уровня 2, объект 2",2,2,2,2,4,3
582,"Создать элемент 'Тип' для локации 2 уровня 2, объект 3",5,10,2,5,4,1
583,"Создать элемент 'Количество' для локации 2 уровня 2, объект 4",2,4,2,2,4,2
584,"Создать элемент 'Тип' для локации 2 уровня 2, объект 5",2,6,1,2,4,2
585,"Создать элемент 'Тип' для локации 2 уровня 2, объект 6",5,5,2,5,4,3
586,"Создать элемент 'Тип' для локации 2 уровня 2, объект 7",5,10,1,5,4,1
587,"Создать элемент 'Количество' для локации 2 уровня 2, объект 8",3,9,1,3,4,1
588,"Создать элемент 'Количество' для локации 2 уровня 2, объект 9",2,4,1,2,4,3
589,"Создать элемент 'Тип' для локации 2 уровня 2, объект 10",1,3,1,1,4,1
590,"Создать элемент 'Саундтрек' для локации 2 уровня 2, объект 1",4,12,2,4,5,3
591,"Создать элемент 'Саундтрек' для локации 2 уровня 2, объект 2",2,2,3,2,5,2
592,"Создать элемент 'Саундтрек' для локации 2 уровня 2, объект 3",5,10,3,5,5,3
593,"Создать элемент 'Саундтрек' для локации 2 уровня 2, объект 4",5,10,1,5,5,2
594,"Создать элемент 'Окружение' для локации 2 уровня 2, объект 5",4,8,3,4,5,3
595,"Создать элемент 'Окружение' для локации 2 уровня 2, объект 6",4,12,1,4,5,2
596,"Создать элемент 'Саундтрек' для локации 2 уровня 2, объект 7",4,8,2,4,5,2
597,"Создать элемент 'Саундтрек' для локации 2 уровня 2, объект 8",1,2,1,1,5,3
598,"Создать элемент 'Саундтрек' для локации 2 уровня 2, объект 9",1,2,2,1,5,3
599,"Создать элемент 'Саундтрек' для локации 2 уровня 2, объект 10",5,10,2,5,5,1
600,"Создать элемент 'Растительность' для локации 2 уровня 3, объект 1",1,2,3,1,2,3
601,"Создать элемент 'Растительность' для локации 2 уровня 3, объект 2",4,4,2,4,2,3
602,"Создать элемент 'Препятствия' для локации 2 уровня 3, объект 3",2,6,1,2,2,2
603,"Создать элемент 'Препятствия' для локации 2 уровня 3, объект 4",3,6,1,3,2,1
604,"Создать элемент 'Камни' для локации 2 уровня 3, объект 5",1,3,1,1,2,3
605,"Создать элемент 'Камни' для локации 2 уровня 3, объект 6",1,3,3,1,2,1
606,"Создать элемент 'Ландшафт' для локации 2 уровня 3, объект 7",3,6,2,3,3,1
607,"Создать элемент 'Камни' для локации 2 уровня 3, объект 8",4,8,2,4,2,1
608,"Создать элемент 'Камни' для локации 2 уровня 3, объект 9",3,3,1,3,2,1
609,"Создать элемент 'Препятствия' для локации 2 уровня 3, объект 10",4,12,2,4,2,1
610,"Создать элемент 'Атаки' для локации 2 уровня 3, объект 1",4,12,3,4,1,3
611,"Создать элемент 'Анимации' для локации 2 уровня 3, объект 2",2,2,3,2,2,3
612,"Создать элемент 'Внешний вид' для локации 2 уровня 3, объект 3",2,6,3,2,2,1
613,"Создать элемент 'Звук' для локации 2 уровня 3, объект 4",5,5,3,5,5,3
614,"Создать элемент 'Анимации' для локации 2 уровня 3, объект 5",4,4,3,4,2,3
615,"Создать элемент 'Атаки' для локации 2 уровня 3, объект 6",4,12,1,4,1,2
616,"Создать элемент 'Звук' для локации 2 уровня 3, объект 7",2,4,1,2,5,1
617,"Создать элемент 'Звук' для локации 2 уровня 3, объект 8",4,8,3,4,5,2
618,"Создать элемент 'Внешний вид' для локации 2 уровня 3, объект 9",1,1,2,1,2,2
619,"Создать элемент 'Звук' для локации 2 уровня 3, объект 10",2,6,1,2,5,3
620,"Создать элемент 'Атаки' для локации 2 уровня 3, объект 1",2,4,2,2,1,1
621,"Создать элемент 'Звук' для локации 2 уровня 3, объект 2",4,8,2,4,5,1
622,"Создать элемент 'Внешний вид' для локации 2 уровня 3, объект 3",4,12,3,4,2,1
623,"Создать элемент 'Атаки' для локации 2 уровня 3, объект 4",5,15,1,5,1,3
624,"Создать элемент 'Звук' для локации 2 уровня 3, объект 5",1,2,3,1,5,1
625,"Создать элемент 'Звук' для локации 2 уровня 3, объект 6",4,8,2,4,5,1
626,"Создать элемент 'Внешний вид' для локации 2 уровня 3, объект 7",5,10,3,5,2,1
627,"Создать элемент 'Анимации' для локации 2 уровня 3, объект 8",3,3,1,3,2,2
628,"Создать элемент 'Анимации' для локации 2 уровня 3, объект 9",2,4,2,2,2,1
629,"Создать элемент 'Внешний вид' для локации 2 уровня 3, объект 10",2,4,2,2,2,2
630,"Создать элемент 'Тип' для локации 2 уровня 3, объект 1",4,8,3,4,4,3
631,"Создать элемент 'Количество' для локации 2 уровня 3, объект 2",5,10,3,5,4,2
632,"Создать элемент 'Тип' для локации 2 уровня 3, объект 3",3,9,2,3,4,1
633,"Создать элемент 'Количество' для локации 2 уровня 3, объект 4",5,10,3,5,4,2
634,"Создать элемент 'Тип' для локации 2 уровня 3, объект 5",2,4,3,2,4,2
635,"Создать элемент 'Тип' для локации 2 уровня 3, объект 6",5,15,3,5,4,3
636,"Создать элемент 'Тип' для локации 2 уровня 3, объект 7",5,15,2,5,4,2
637,"Создать элемент 'Количество' для локации 2 уровня 3, объект 8",5,5,3,5,4,2
638,"Создать элемент 'Тип' для локации 2 уровня 3, объект 9",3,6,3,3,4,1
639,"Создать элемент 'Тип' для локации 2 уровня 3, объект 10",2,6,1,2,4,3
640,"Создать элемент 'Саундтрек' для локации 2 уровня 3, объект 1",5,10,1,5,5,3
641,"Создать элемент 'Саундтрек' для локации 2 уровня 3, объект 2",3,6,1,3,5,3
642,"Создать элемент 'Окружение' для локации 2 уровня 3, объект 3",1,1,2,1,5,2
643,"Создать элемент 'Окружение' для локации 2 уровня 3, объект 4",1,1,2,1,5,2
644,"Создать элемент 'Саундтрек' для локации 2 уровня 3, объект 5",4,12,3,4,5,1
645,"Создать элемент 'Саундтрек' для локации 2 уровня 3, объект 6",4,4,3,4,5,2
646,"Создать элемент 'Саундтрек' для локации 2 уровня 3, объект 7",3,9,2,3,5,1
647,"Создать элемент 'Саундтрек' для локации 2 уровня 3, объект 8",2,6,2,2,5,3
648,"Создать элемент 'Окружение' для локации 2 уровня 3, объект 9",2,4,2,2,5,2
649,"Создать элемент 'Саундтрек' для локации 2 уровня 3, объект 10",4,8,3,4,5,1
650,"Создать элемент 'Ландшафт' для локации 2 уровня 4, объект 1",3,9,1,3,3,1
651,"Создать элемент 'Растительность' для локации 2 уровня 4, объект 2",4,12,2,4,2,2
652,"Создать элемент 'Препятствия' для локации 2 уровня 4, объект 3",4,4,2,4,2,3
653,"Создать элемент 'Ландшафт' для локации 2 уровня 4, объект 4",1,3,2,1,3,2
654,"Создать элемент 'Камни' для локации 2 уровня 4, объект 5",4,4,3,4,2,2
655,"Создать элемент 'Ландшафт' для локации 2 уровня 4, объект 6",2,6,2,2,3,2
656,"Создать элемент 'Препятствия' для локации 2 уровня 4, объект 7",5,15,2,5,2,3
657,"Создать элемент 'Препятствия' для локации 2 уровня 4, объект 8",1,1,2,1,2,3
658,"Создать элемент 'Ландшафт' для локации 2 уровня 4, объект 9",4,4,1,4,3,3
659,"Создать элемент 'Камни' для локации 2 уровня 4, объект 10",4,8,2,4,2,2
660,"Создать элемент 'Атаки' для локации 2 уровня 4, объект 1",1,3,2,1,1,3
661,"Создать элемент 'Анимации' для локации 2 уровня 4, объект 2",5,15,1,5,2,2
662,"Создать элемент 'Атаки' для локации 2 уровня 4, объект 3",4,8,1,4,1,1
663,"Создать элемент 'Звук' для локации 2 уровня 4, объект 4",5,5,3,5,5,1
664,"Создать элемент 'Внешний вид' для локации 2 уровня 4, объект 5",1,1,2,1,2,1
665,"Создать элемент 'Анимации' для локации 2 уровня 4, объект 6",5,5,1,5,2,2
666,"Создать элемент 'Звук' для локации 2 уровня 4, объект 7",1,3,1,1,5,3
667,"Создать элемент 'Атаки' для локации 2 уровня 4, объект 8",5,10,1,5,1,3
668,"Создать элемент 'Атаки' для локации 2 уровня 4, объект 9",1,1,1,1,1,1
669,"Создать элемент 'Звук' для локации 2 уровня 4, объект 10",3,6,3,3,5,2
670,"Создать элемент 'Анимации' для локации 2 уровня 4, объект 1",1,2,1,1,2,1
671,"Создать элемент 'Атаки' для локации 2 уровня 4, объект 2",4,12,3,4,1,3
672,"Создать элемент 'Атаки' для локации 2 уровня 4, объект 3",2,6,3,2,1,3
673,"Создать элемент 'Анимации' для локации 2 уровня 4, объект 4",2,6,3,2,2,3
674,"Создать элемент 'Внешний вид' для локации 2 уровня 4, объект 5",1,2,1,1,2,1
675,"Создать элемент 'Внешний вид' для локации 2 уровня 4, объект 6",1,2,2,1,2,2
676,"Создать элемент 'Атаки' для локации 2 уровня 4, объект 7",4,8,2,4,1,2
677,"Создать элемент 'Звук' для локации 2 уровня 4, объект 8",3,9,2,3,5,3
678,"Создать элемент 'Внешний вид' для локации 2 уровня 4, объект 9",2,2,3,2,2,1
679,"Создать элемент 'Анимации' для локации 2 уровня 4, объект 10",2,4,2,2,2,3
680,"Создать элемент 'Количество' для локации 2 уровня 4, объект 1",1,2,2,1,4,1
681,"Создать элемент 'Количество' для локации 2 уровня 4, объект 2",3,3,1,3,4,2
682,"Создать элемент 'Количество' для локации 2 уровня 4, объект 3",3,9,2,3,4,2
683,"Создать элемент 'Количество' для локации 2 уровня 4, объект 4",5,5,1,5,4,3
684,"Создать элемент 'Количество' для локации 2 уровня 4, объект 5",1,1,1,1,4,1
685,"Создать элемент 'Количество' для локации 2 уровня 4, объект 6",2,2,2,2,4,2
686,"Создать элемент 'Количество' для локации 2 уровня 4, объект 7",2,4,2,2,4,1
687,"Создать элемент 'Количество' для локации 2 уровня 4, объект 8",4,8,3,4,4,3
688,"Создать элемент 'Количество' для локации 2 уровня 4, объект 9",5,10,2,5,4,2
689,"Создать элемент 'Тип' для локации 2 уровня 4, объект 10",1,3,3,1,4,3
690,"Создать элемент 'Окружение' для локации 2 уровня 4, объект 1",3,6,3,3,5,2
691,"Создать элемент 'Окружение' для локации 2 уровня 4, объект 2",2,6,1,2,5,1
692,"Создать элемент 'Окружение' для локации 2 уровня 4, объект 3",1,1,2,1,5,2
693,"Создать элемент 'Саундтрек' для локации 2 уровня 4, объект 4",4,4,2,4,5,1
694,"Создать элемент 'Окружение' для локации 2 уровня 4, объект 5",5,10,3,5,5,2
695,"Создать элемент 'Саундтрек' для локации 2 уровня 4, объект 6",1,3,1,1,5,2
696,"Создать элемент 'Окружение' для локации 2 уровня 4, объект 7",1,2,2,1,5,2
697,"Создать элемент 'Саундтрек' для локации 2 уровня 4, объект 8",5,5,2,5,5,1
698,"Создать элемент 'Саундтрек' для локации 2 уровня 4, объект 9",5,10,3,5,5,1
699,"Создать элемент 'Окружение' для локации 2 уровня 4, объект 10",2,2,3,2,5,2
700,"Создать элемент 'Ландшафт' для локации 2 уровня 5, объект 1",3,3,2,3,3,3
701,"Создать элемент 'Растительность' для локации 2 уровня 5, объект 2",1,3,2,1,2,1
702,"Создать элемент 'Ландшафт' для локации 2 уровня 5, объект 3",3,9,3,3,3,3
703,"Создать элемент 'Камни' для локации 2 уровня 5, объект 4",3,9,3,3,2,3
704,"Создать элемент 'Камни' для локации 2 уровня 5, объект 5",2,4,3,2,2,1
705,"Создать элемент 'Растительность' для локации 2 уровня 5, объект 6",3,9,1,3,2,1
706,"Создать элемент 'Камни' для локации 2 уровня 5, объект 7",5,15,1,5,2,3
707,"Создать элемент 'Ландшафт' для локации 2 уровня 5, объект 8",3,3,1,3,3,3
708,"Создать элемент 'Растительность' для локации 2 уровня 5, объект 9",5,15,2,5,2,1
709,"Создать элемент 'Растительность' для локации 2 уровня 5, объект 10",5,10,3,5,2,3
710,"Создать элемент 'Анимации' для локации 2 уровня 5, объект 1",2,6,2,2,2,1
711,"Создать элемент 'Внешний вид' для локации 2 уровня 5, объект 2",1,3,1,1,2,3
712,"Создать элемент 'Внешний вид' для локации 2 уровня 5, объект 3",4,4,3,4,2,1
713,"Создать элемент 'Анимации' для локации 2 уровня 5, объект 4",5,15,2,5,2,2
714,"Создать элемент 'Анимации' для локации 2 уровня 5, объект 5",2,2,2,2,2,3
715,"Создать элемент 'Атаки' для локации 2 уровня 5, объект 6",5,15,1,5,1,3
716,"Создать элемент 'Звук' для локации 2 уровня 5, объект 7",1,3,1,1,5,2
717,"Создать элемент 'Анимации' для локации 2 уровня 5, объект 8",1,3,3,1,2,2
718,"Создать элемент 'Анимации' для локации 2 уровня 5, объект 9",5,15,2,5,2,2
719,"Создать элемент 'Атаки' для локации 2 уровня 5, объект 10",4,8,1,4,1,3
720,"Создать элемент 'Внешний вид' для локации 2 уровня 5, объект 1",2,6,3,2,2,3
721,"Создать элемент 'Атаки' для локации 2 уровня 5, объект 2",2,4,2,2,1,1
722,"Создать элемент 'Атаки' для локации 2 уровня 5, объект 3",3,3,1,3,1,3
723,"Создать элемент 'Анимации' для локации 2 уровня 5, объект 4",5,5,1,5,2,1
724,"Создать элемент 'Анимации' для локации 2 уровня 5, объект 5",5,10,2,5,2,2
725,"Создать элемент 'Атаки' для локации 2 уровня 5, объект 6",3,6,1,3,1,3
726,"Создать элемент 'Звук' для локации 2 уровня 5, объект 7",1,2,2,1,5,2
727,"Создать элемент 'Анимации' для локации 2 уровня 5, объект 8",5,5,2,5,2,1
728,"Создать элемент 'Атаки' для локации 2 уровня 5, объект 9",1,3,1,1,1,3
729,"Создать элемент 'Атаки' для локации 2 уровня 5, объект 10",4,8,2,4,1,3
730,"Создать элемент 'Тип' для локации 2 уровня 5, объект 1",1,3,1,1,4,3
731,"Создать элемент 'Тип' для локации 2 уровня 5, объект 2",3,9,1,3,4,2
732,"Создать элемент 'Тип' для локации 2 уровня 5, объект 3",1,3,3,1,4,3
733,"Создать элемент 'Количество' для локации 2 уровня 5, объект 4",4,8,2,4,4,3
734,"Создать элемент 'Тип' для локации 2 уровня 5, объект 5",1,3,3,1,4,3
735,"Создать элемент 'Тип' для локации 2 уровня 5, объект 6",2,4,1,2,4,2
736,"Создать элемент 'Количество' для локации 2 уровня 5, объект 7",3,3,3,3,4,1
737,"Создать элемент 'Тип' для локации 2 уровня 5, объект 8",1,3,2,1,4,2
738,"Создать элемент 'Тип' для локации 2 уровня 5, объект 9",1,3,1,1,4,2
739,"Создать элемент 'Тип' для локации 2 уровня 5, объект 10",1,1,2,1,4,3
740,"Создать элемент 'Окружение' для локации 2 уровня 5, объект 1",1,2,2,1,5,1
741,"Создать элемент 'Окружение' для локации 2 уровня 5, объект 2",5,15,2,5,5,2
742,"Создать элемент 'Саундтрек' для локации 2 уровня 5, объект 3",5,5,3,5,5,3
743,"Создать элемент 'Окружение' для локации 2 уровня 5, объект 4",2,6,2,2,5,1
744,"Создать элемент 'Окружение' для локации 2 уровня 5, объект 5",4,4,1,4,5,1
745,"Создать элемент 'Окружение' для локации 2 уровня 5, объект 6",2,4,1,2,5,1
746,"Создать элемент 'Саундтрек' для локации 2 уровня 5, объект 7",5,15,1,5,5,3
747,"Создать элемент 'Саундтрек' для локации 2 уровня 5, объект 8",5,5,2,5,5,2
748,"Создать элемент 'Саундтрек' для локации 2 уровня 5, объект 9",3,3,1,3,5,2
749,"Создать элемент 'Саундтрек' для локации 2 уровня 5, объект 10",2,2,2,2,5,2
750,"Создать элемент 'Препятствия' для локации 2 уровня 6, объект 1",4,8,3,4,2,1
751,"Создать элемент 'Камни' для локации 2 уровня 6, объект 2",3,9,2,3,2,2
752,"Создать элемент 'Растительность' для локации 2 уровня 6, объект 3",4,12,3,4,2,3
753,"Создать элемент 'Препятствия' для локации 2 уровня 6, объект 4",3,6,2,3,2,1
754,"Создать элемент 'Камни' для локации 2 уровня 6, объект 5",5,5,1,5,2,3
755,"Создать элемент 'Растительность' для локации 2 уровня 6, объект 6",4,8,3,4,2,1
756,"Создать элемент 'Ландшафт' для локации 2 уровня 6, объект 7",3,3,3,3,3,1
757,"Создать элемент 'Ландшафт' для локации 2 уровня 6, объект 8",2,2,2,2,3,2
758,"Создать элемент 'Камни' для локации 2 уровня 6, объект 9",1,1,1,1,2,2
759,"Создать элемент 'Камни' для локации 2 уровня 6, объект 10",5,5,2,5,2,2
760,"Создать элемент 'Звук' для локации 2 уровня 6, объект 1",2,2,3,2,5,1
761,"Создать элемент 'Атаки' для локации 2 уровня 6, объект 2",1,1,1,1,1,3
762,"Создать элемент 'Атаки' для локации 2 уровня 6, объект 3",1,3,1,1,1,3
763,"Создать элемент 'Звук' для локации 2 уровня 6, объект 4",5,10,3,5,5,1
764,"Создать элемент 'Звук' для локации 2 уровня 6, объект 5",1,3,1,1,5,2
765,"Создать элемент 'Атаки' для локации 2 уровня 6, объект 6",4,8,1,4,1,3
766,"Создать элемент 'Звук' для локации 2 уровня 6, объект 7",4,4,1,4,5,1
767,"Создать элемент 'Внешний вид' для локации 2 уровня 6, объект 8",4,4,2,4,2,2
768,"Создать элемент 'Атаки' для локации 2 уровня 6, объект 9",1,1,3,1,1,3
769,"Создать элемент 'Звук' для локации 2 уровня 6, объект 10",5,15,2,5,5,3
770,"Создать элемент 'Внешний вид' для локации 2 уровня 6, объект 1",1,3,1,1,2,1
771,"Создать элемент 'Звук' для локации 2 уровня 6, объект 2",5,10,1,5,5,1
772,"Создать элемент 'Анимации' для локации 2 уровня 6, объект 3",5,10,2,5,2,2
773,"Создать элемент 'Звук' для локации 2 уровня 6, объект 4",4,12,3,4,5,2
774,"Создать элемент 'Звук' для локации 2 уровня 6, объект 5",1,1,2,1,5,2
775,"Создать элемент 'Внешний вид' для локации 2 уровня 6, объект 6",2,4,1,2,2,3
776,"Создать элемент 'Внешний вид' для локации 2 уровня 6, объект 7",2,2,3,2,2,1
777,"Создать элемент 'Анимации' для локации 2 уровня 6, объект 8",2,2,2,2,2,3
778,"Создать элемент 'Анимации' для локации 2 уровня 6, объект 9",1,3,3,1,2,3
779,"Создать элемент 'Атаки' для локации 2 уровня 6, объект 10",1,1,2,1,1,1
780,"Создать элемент 'Количество' для локации 2 уровня 6, объект 1",2,2,2,2,4,2
781,"Создать элемент 'Количество' для локации 2 уровня 6, объект 2",5,5,2,5,4,2
782,"Создать элемент 'Тип' для локации 2 уровня 6, объект 3",5,10,2,5,4,2
783,"Создать элемент 'Тип' для локации 2 уровня 6, объект 4",2,4,3,2,4,2
784,"Создать элемент 'Количество' для локации 2 уровня 6, объект 5",5,10,3,5,4,2
785,"Создать элемент 'Тип' для локации 2 уровня 6, объект 6",1,1,2,1,4,2
786,"Создать элемент 'Тип' для локации 2 уровня 6, объект 7",2,6,3,2,4,3
787,"Создать элемент 'Тип' для локации 2 уровня 6, объект 8",1,3,3,1,4,2
788,"Создать элемент 'Тип' для локации 2 уровня 6, объект 9",2,4,3,2,4,2
789,"Создать элемент 'Количество' для локации 2 уровня 6, объект 10",2,6,2,2,4,3
790,"Создать элемент 'Окружение' для локации 2 уровня 6, объект 1",3,3,3,3,5,1
791,"Создать элемент 'Саундтрек' для локации 2 уровня 6, объект 2",2,2,2,2,5,2
792,"Создать элемент 'Окружение' для локации 2 уровня 6, объект 3",4,4,1,4,5,1
793,"Создать элемент 'Саундтрек' для локации 2 уровня 6, объект 4",3,6,1,3,5,3
794,"Создать элемент 'Саундтрек' для локации 2 уровня 6, объект 5",2,6,2,2,5,2
795,"Создать элемент 'Саундтрек' для локации 2 уровня 6, объект 6",3,3,2,3,5,1
796,"Создать элемент 'Саундтрек' для локации 2 уровня 6, объект 7",4,8,2,4,5,2
797,"Создать элемент 'Саундтрек' для локации 2 уровня 6, объект 8",2,6,3,2,5,1
798,"Создать элемент 'Саундтрек' для локации 2 уровня 6, объект 9",4,4,1,4,5,2
799,"Создать элемент 'Саундтрек' для локации 2 уровня 6, объект 10",4,12,3,4,5,3
800,"Создать элемент 'Ландшафт' для локации 2 уровня 7, объект 1",4,8,2,4,3,2
801,"Создать элемент 'Растительность' для локации 2 уровня 7, объект 2",4,4,2,4,2,3
802,"Создать элемент 'Растительность' для локации 2 уровня 7, объект 3",1,1,3,1,2,2
803,"Создать элемент 'Растительность' для локации 2 уровня 7, объект 4",3,6,3,3,2,3
804,"Создать элемент 'Растительность' для локации 2 уровня 7, объект 5",5,15,2,5,2,1
